,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Auto_Loan,Debt_Consolidation_Loan
2121,26,Writer,20602.02,1727.84,10,8,23.0,7,"Debt Consolidation Loan, Auto Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan,  Auto Loan",17,18,5.74,10,Bad,4946.5,31.5275,2 Years and 10 Months,Yes,93.6,148.66125,High_spent_Medium_value_payments,216.8075,Poor,2,1
2122,38,Manager,10152.93,748.08,6,3,16.0,6,"Personal Loan, Mortgage Loan, Mortgage Loan, Not Specified, Auto Loan,  Mortgage Loan",16,13,15.11,6,Standard,2183.27,33.52,6 Years and 2 Months,Yes,30.2,48.3375,Low_spent_Small_value_payments,282.11375,Poor,1,0
2123,41,Writer,30963.76,2748.31,3,5,5.0,2,"Personal Loan,  Debt Consolidation Loan",22,19,7.355,1,Standard,759.58,30.37125,19 Years and 4 Months,Yes,37.46,155.3425,High_spent_Medium_value_payments,357.8075,Standard,0,1
2124,53,Mechanic,41794.32,3347.86,0,5,7.0,3,"Home Equity Loan, Payday Loan,  Payday Loan",1,12,3.905,4,Good,302.02,30.09625,25 Years and 9 Months,No,89.82,182.45875,Low_spent_Medium_value_payments,325.01125,Good,0,0
2125,20,Lawyer,58698.08,4917.51,8,4,10.0,2,"Auto Loan,  Student Loan",18,13,6.75,4,Good,453.31,32.4725,15 Years and 3 Months,No,91.96,189.87125,High_spent_Large_value_payments,471.1675,Standard,1,0
2126,44,Scientist,31287.48,2858.29,10,5,22.0,8,"Home Equity Loan, Student Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Not Specified, Personal Loan,  Credit-Builder Loan",36,20,25.18,6,Bad,4712.1,31.12375,6 Years and 11 Months,Yes,129.5,122.18125,Low_spent_Large_value_payments,295.39875,Standard,0,0
2127,26,Musician,14925.68,1480.81,8,10,21.0,7,"Personal Loan, Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan,  Personal Loan",41,8,15.75,11,Standard,2447.6,32.63125,19 Years and 11 Months,Yes,51.06,106.35375,Low_spent_Small_value_payments,274.41625,Poor,1,0
2128,33,Engineer,79504.56,6542.38,7,5,20.0,7,"Personal Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan,  Credit-Builder Loan",18,16,17.835,12,Bad,2512.59,33.52875,7 Years and 11 Months,Yes,269.44,227.70625,High_spent_Small_value_payments,455.375,Poor,1,0
2129,30,Lawyer,117724.16,9778.35,1,5,10.0,2,"Auto Loan,  Home Equity Loan",10,7,10.26,4,Good,560.8,35.14375,15 Years and 9 Months,No,156.37,633.51875,Low_spent_Medium_value_payments,617.985,Good,1,0
2130,16,Developer,36776.48,2836.71,6,5,20.0,6,"Payday Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Payday Loan,  Credit-Builder Loan",62,15,6.43,7,Bad,2418.37,28.00625,14 Years and 4 Months,Yes,105.92,169.65,Low_spent_Large_value_payments,299.75375,Poor,0,1
2131,34,Scientist,94120.35,8083.36,1,4,4.0,3,"Credit-Builder Loan, Not Specified,  Mortgage Loan",8,11,2.305,1,Good,1175.31,32.18625,19 Years and 10 Months,No,219.7,285.61,Low_spent_Medium_value_payments,513.75,Standard,0,0
2132,36,Developer,67049.66,5777.47,5,6,11.0,4,"Auto Loan, Credit-Builder Loan, Home Equity Loan,  Payday Loan",28,12,18.02,9,Standard,1247.9,30.59125,8 Years and 7 Months,Yes,139.39,201.2875,High_spent_Large_value_payments,486.13625,Standard,1,0
2133,18,Mechanic,62008.35,5256.36,10,7,21.0,3,"Credit-Builder Loan, Credit-Builder Loan,  Not Specified",44,15,11.435,12,Standard,2360.12,34.1725,9 Years and 4 Months,Yes,127.39,292.99625000000003,Low_spent_Small_value_payments,358.50875,Poor,0,0
2134,35,Accountant,132082.17,11174.85,3,4,12.0,3,"Auto Loan, Home Equity Loan,  Not Specified",6,7,3.84,6,Good,1191.15,30.48125,18 Years and 5 Months,No,207.06,577.93625,Low_spent_Medium_value_payments,603.7425,Good,1,0
2135,19,Engineer,104708.79,8717.73,0,3,1.0,3,"Not Specified, Not Specified,  Student Loan",1,9,8.35,7,Good,223.31,33.01125,19 Years and 10 Months,No,255.74,395.4325,High_spent_Large_value_payments,486.855,Good,0,0
2136,39,Architect,9983.34,758.95,6,10,15.0,5,"Not Specified, Student Loan, Auto Loan, Payday Loan,  Auto Loan",22,16,11.135,11,Standard,1823.35,31.1,9 Years and 2 Months,Yes,29.24,20.995,Low_spent_Small_value_payments,276.40875,Standard,2,0
2137,54,Journalist,28087.16,2514.6,3,2,11.0,1,Home Equity Loan,14,5,10.055,5,Good,1447.48,29.3275,29 Years and 8 Months,No,19.58,114.74125,High_spent_Medium_value_payments,383.385,Good,0,0
2138,41,Doctor,61807.41,5418.62,4,5,18.0,4,"Home Equity Loan, Personal Loan, Student Loan,  Payday Loan",30,14,12.62,4,Standard,668.14,27.75875,15 Years and 10 Months,Yes,157.22,281.025,Low_spent_Medium_value_payments,368.62125,Standard,0,0
2139,37,Scientist,28050.2,2443.52,6,5,33.0,7,"Not Specified, Personal Loan, Student Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan,  Home Equity Loan",28,19,2.25,11,Bad,3534.02,28.15625,8 Years and 1 Months,Yes,143.79,213.48625,Low_spent_Small_value_payments,186.13875,Standard,0,1
2140,32,Doctor,17488.9,1643.41,5,6,20.0,3,"Student Loan, Personal Loan,  Home Equity Loan",24,8,8.89,6,Standard,1169.13,30.61875,24 Years and 5 Months,No,31.87,80.39,Low_spent_Medium_value_payments,327.075,Standard,0,0
2141,22,Doctor,61017.93,5054.83,4,3,7.0,3,"Debt Consolidation Loan, Not Specified,  Debt Consolidation Loan",14,20,11.63,4,Standard,1399.51,33.94375,19 Years and 3 Months,No,132.89,318.16125,Low_spent_Large_value_payments,334.435,Good,0,2
2142,20,Entrepreneur,89864.28,7538.69,5,5,1.0,3,"Mortgage Loan, Not Specified,  Home Equity Loan",10,8,3.62,2,Good,620.76,30.4775,18 Years and 2 Months,No,173.04,395.13625,High_spent_Medium_value_payments,382.87375,Good,0,0
2143,28,Engineer,177947.28,15101.94,2,7,2.0,0,No Loan,11,2,8.295,3,Good,1284.4,40.375,30 Years and 3 Months,No,0.0,623.34,High_spent_Large_value_payments,1148.105,Standard,0,0
2144,35,Musician,58145.22,4577.44,4,7,9.0,2,"Mortgage Loan,  Personal Loan",1,0,6.635,4,Good,171.06,32.79875,28 Years and 10 Months,No,82.44,153.09625,High_spent_Large_value_payments,476.77,Good,0,0
2145,34,Lawyer,50520.75,4407.06,6,5,33.0,5,"Not Specified, Credit-Builder Loan, Home Equity Loan, Auto Loan,  Home Equity Loan",59,16,5.904999999999999,12,Bad,1535.02,34.13375,8 Years and 2 Months,Yes,127.54,120.865,High_spent_Small_value_payments,436.4725,Standard,1,0
2146,22,Mechanic,20929.34,1838.11,7,6,10.0,3,"Mortgage Loan, Personal Loan,  Mortgage Loan",13,7,8.155,8,Standard,695.45,27.92625,13 Years and 10 Months,Yes,45.44,95.2225,Low_spent_Small_value_payments,319.3975,Standard,0,0
2147,24,Engineer,79439.56,6444.96,8,6,6.0,4,"Payday Loan, Payday Loan, Auto Loan,  Home Equity Loan",9,11,18.77,6,Standard,75.76,30.8275,13 Years and 9 Months,Yes,211.57,209.1275,Low_spent_Medium_value_payments,477.54375,Standard,1,0
2148,41,Lawyer,31200.24,2588.02,2,3,1.0,3,"Not Specified, Personal Loan,  Student Loan",9,5,11.39,3,Good,14.34,30.52,22 Years and 7 Months,No,71.67,160.25,High_spent_Medium_value_payments,315.63,Good,0,0
2149,30,Manager,110439.56,9224.3,3,7,15.0,4,"Personal Loan, Payday Loan, Not Specified,  Not Specified",17,15,12.75,7,Standard,1218.92,33.44125,26 Years and 11 Months,Yes,348.94,300.70500000000004,High_spent_Large_value_payments,664.34625,Standard,0,0
2150,21,Engineer,56122.68,4751.89,10,8,31.0,4,"Home Equity Loan, Auto Loan, Payday Loan,  Home Equity Loan",34,19,14.68,10,Standard,1274.63,37.005,14 Years and 8 Months,Yes,98.38,163.61875,Low_spent_Small_value_payments,417.4325,Standard,1,0
2151,15,Manager,59931.4,4828.28,9,5,20.0,9,"Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, Student Loan, Mortgage Loan, Personal Loan,  Not Specified",40,20,20.045,12,Bad,3776.3,29.825,1 Years and 9 Months,Yes,390.85,240.07,High_spent_Small_value_payments,206.64,Poor,1,1
2152,35,Developer,16864.18,1474.35,5,4,18.0,4,"Credit-Builder Loan, Mortgage Loan, Auto Loan,  Mortgage Loan",23,7,15.3,6,Standard,262.98,34.63125,24 Years and 2 Months,Yes,44.27,121.5625,Low_spent_Small_value_payments,262.3175,Standard,1,0
2153,48,Doctor,15488.89,1273.74,0,4,4.0,0,No Loan,5,0,1.38,4,Good,1287.59,30.20875,25 Years and 2 Months,No,0.0,99.2875,Low_spent_Small_value_payments,293.5525,Good,0,0
2154,41,Media_Manager,131908.24,11162.35,4,4,20.0,0,No Loan,21,11,6.72,4,Standard,344.86,38.26375,20 Years and 10 Months,No,0.0,490.805,High_spent_Medium_value_payments,944.185,Good,0,0
2155,47,Teacher,90398.96,7098.875,7,6,11.0,0,No Loan,24,10,9.23,1,Standard,615.79,37.19125,22 Years and 5 Months,No,0.0,357.94,Low_spent_Medium_value_payments,723.80625,Good,0,0
2156,21,Doctor,14363.25,1092.94,10,7,19.0,7,"Debt Consolidation Loan, Home Equity Loan, Payday Loan, Not Specified, Credit-Builder Loan, Credit-Builder Loan,  Auto Loan",43,21,16.76,6,Bad,1758.22,29.40625,13 Years and 1 Months,Yes,75.22,73.2125,Low_spent_Small_value_payments,244.60875,Poor,1,1
2157,17,Scientist,18567.28,1748.335,4,6,18.0,6,"Personal Loan, Not Specified, Auto Loan, Payday Loan, Auto Loan,  Credit-Builder Loan",24,11,12.825,8,Standard,1959.68,29.815,17 Years and 1 Months,Yes,82.33375000000001,106.2475,Low_spent_Small_value_payments,278.335,Poor,2,0
2158,50,Teacher,35991.91,2920.33,3,4,3.0,3,"Auto Loan, Home Equity Loan,  Payday Loan",8,2,6.465,2,Good,792.73,29.9875,16 Years and 5 Months,No,60.51,140.14125,High_spent_Medium_value_payments,352.635,Good,1,0
2159,21,Writer,8255.92,831.99,9,5,15.0,5,"Auto Loan, Mortgage Loan, Debt Consolidation Loan, Auto Loan,  Student Loan",50,18,18.84,11,Standard,2619.81,29.17375,17 Years and 5 Months,Yes,31.0,67.40875,Low_spent_Small_value_payments,265.87,Poor,2,1
2160,55,Teacher,10394.81,1038.23,7,4,8.0,1,Auto Loan,21,16,1.82,3,Good,139.11,32.58,19 Years and 8 Months,No,5.25,77.495,High_spent_Small_value_payments,304.83,Good,1,0
2161,25,Doctor,35336.77,2893.73,4,5,16.0,2,"Payday Loan,  Student Loan",9,15,5.635,1,Standard,1172.87,32.2075,32 Years and 3 Months,No,31.4,167.21124999999998,Low_spent_Medium_value_payments,364.19,Standard,0,0
2162,30,Developer,165333.72,13867.81,1,3,8.0,2,"Mortgage Loan,  Mortgage Loan",12,1,8.96,3,Good,868.51,34.74125,24 Years and 2 Months,No,189.47,497.3775,High_spent_Medium_value_payments,958.6875,Good,0,0
2163,29,Entrepreneur,122725.48,10059.12,0,5,1.0,1,Personal Loan,12,6,6.805,0,Good,1080.92,36.34875,32 Years and 10 Months,No,79.27,305.58375,High_spent_Large_value_payments,872.30375,Good,0,0
2164,21,Media_Manager,9812.96,875.75,8,3,9.0,7,"Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, Not Specified, Not Specified,  Debt Consolidation Loan",8,10,12.515,5,Standard,727.39,31.33,8 Years and 1 Months,Yes,57.01,69.37125,Low_spent_Small_value_payments,240.46125,Standard,0,1
2165,27,Teacher,132324.18,11027.01,5,5,7.0,4,"Mortgage Loan, Credit-Builder Loan, Home Equity Loan,  Credit-Builder Loan",9,10,10.79,7,Good,1487.26,32.48375,18 Years and 10 Months,No,378.73,369.8475,High_spent_Medium_value_payments,593.61,Good,0,0
2166,40,Media_Manager,88402.96,7497.91,4,5,6.0,0,No Loan,12,8,15.48,0,Standard,885.12,34.79875,31 Years and 4 Months,Yes,0.0,261.31875,High_spent_Medium_value_payments,740.97375,Standard,0,0
2167,30,Architect,37550.74,2930.23,0,5,9.0,2,"Student Loan,  Debt Consolidation Loan",13,0,7.21,0,Good,417.92,34.53625,22 Years and 4 Months,No,61.36,159.79375,Low_spent_Medium_value_payments,323.755,Good,0,1
2168,33,Developer,9871.23,929.51875,10,5,26.0,7,"Auto Loan, Debt Consolidation Loan, Not Specified, Not Specified, Auto Loan, Student Loan,  Personal Loan",32,23,24.78,11,Bad,3599.34,28.96375,7 Years and 10 Months,Yes,105.0175,55.66125,Low_spent_Small_value_payments,266.95625,Standard,2,1
2169,50,Media_Manager,77165.86,6595.49,0,4,12.0,1,Auto Loan,2,7,3.855,3,Good,952.3,31.755000000000003,27 Years and 9 Months,No,47.81,305.8925,High_spent_Medium_value_payments,568.34625,Good,1,0
2170,49,Writer,31002.86,2848.57,8,6,10.0,0,No Loan,5,12,5.475,2,Standard,1256.7,30.42375,25 Years and 7 Months,Yes,0.0,124.46375,Low_spent_Small_value_payments,424.14125,Standard,0,0
2171,35,Mechanic,18426.24,1782.23125,5,4,14.0,5,"Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan,  Home Equity Loan",17,14,8.7,5,Standard,223.38,33.87625,9 Years and 8 Months,Yes,75.52875,89.91,Low_spent_Small_value_payments,291.6025,Standard,0,0
2172,18,Lawyer,53181.21,4636.77,5,5,8.0,3,"Not Specified, Not Specified,  Student Loan",12,16,17.755,4,Standard,1942.0,31.02,9 Years and 7 Months,Yes,84.02,223.94125,High_spent_Large_value_payments,419.465,Standard,0,0
2173,37,Writer,9830.78,977.23,10,5,31.0,9,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Student Loan, Mortgage Loan, Home Equity Loan, Not Specified, Mortgage Loan,  Credit-Builder Loan",22,19,4.2,8,Bad,3670.07,31.89125,1 Years and 3 Months,Yes,55.7,75.92875,Low_spent_Small_value_payments,241.96875,Poor,1,0
2174,43,Doctor,36717.63,2872.8,4,3,19.0,4,"Credit-Builder Loan, Student Loan, Auto Loan,  Home Equity Loan",28,11,6.3,3,Standard,1456.01,33.955,31 Years and 2 Months,Yes,96.66,138.465,Low_spent_Large_value_payments,325.44125,Standard,1,0
2175,18,Media_Manager,54651.78,4359.31,9,9,16.0,8,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Mortgage Loan, Student Loan, Personal Loan,  Debt Consolidation Loan",53,24,25.015,10,Bad,4548.76,31.20875,6 Years and 7 Months,Yes,295.39,232.3775,High_spent_Small_value_payments,224.35625,Poor,0,2
2176,20,Mechanic,15620.91,1017.74,4,6,4.0,0,No Loan,7,1,11.17,2,Good,814.54,30.725,15 Years and 3 Months,No,0.0,63.085,High_spent_Large_value_payments,306.09875,Poor,0,0
2177,34,Developer,136765.92,11577.16,3,2,4.0,4,"Debt Consolidation Loan, Not Specified, Student Loan,  Home Equity Loan",1,12,1.82,1,Good,390.9,34.052499999999995,22 Years and 3 Months,No,300.48,693.2925,High_spent_Large_value_payments,611.9725,Good,0,1
2178,21,Doctor,40377.89,3206.82,5,7,2.0,4,"Auto Loan, Debt Consolidation Loan, Not Specified,  Not Specified",12,6,5.725,4,Good,1410.14,31.0725,27 Years and 10 Months,No,119.14,193.585,Low_spent_Small_value_payments,272.95625,Poor,1,1
2179,20,Entrepreneur,14773.91,1423.16,6,10,25.0,4,"Home Equity Loan, Payday Loan, Personal Loan,  Student Loan",23,9,14.035,11,Standard,2370.05,32.21,9 Years and 5 Months,Yes,29.48,112.45875,Low_spent_Large_value_payments,282.8775,Poor,0,0
2180,39,Developer,78595.6,6642.63,9,7,17.0,6,"Mortgage Loan, Mortgage Loan, Student Loan, Student Loan, Home Equity Loan,  Auto Loan",30,17,8.275,9,Bad,1421.43,33.25875,11 Years and 8 Months,Yes,366.97,273.76125,Low_spent_Large_value_payments,324.125,Poor,1,0
2181,34,Architect,13840.49,1052.37,6,7,17.0,4,"Debt Consolidation Loan, Personal Loan, Home Equity Loan,  Auto Loan",7,12,5.56,3,Standard,687.0,32.605,18 Years and 10 Months,Yes,35.09,92.7225,Low_spent_Small_value_payments,264.92625,Standard,1,1
2182,40,Accountant,10897.39,1029.12,5,6,16.0,2,"Auto Loan,  Credit-Builder Loan",15,18,17.91,2,Standard,401.56,32.7,15 Years and 4 Months,Yes,12.99,71.68625,Low_spent_Small_value_payments,300.73875,Standard,1,0
2183,35,Manager,132643.71,11028.64,0,5,12.0,1,Debt Consolidation Loan,7,9,11.415,4,Good,1439.7,38.175,20 Years and 1 Months,No,58.63,467.11,High_spent_Large_value_payments,981.13125,Good,0,1
2184,48,Musician,20662.84,1663.9,3,3,5.0,4,"Not Specified, Not Specified, Home Equity Loan,  Mortgage Loan",16,14,7.48,3,Standard,699.36,31.887500000000003,17 Years and 11 Months,No,39.91,81.93125,High_spent_Medium_value_payments,313.3175,Standard,0,0
2185,44,Manager,32766.46,2499.54,3,6,9.0,3,"Student Loan, Not Specified,  Mortgage Loan",30,10,9.725,8,Standard,521.1,32.8575,16 Years and 8 Months,Yes,54.06,70.7025,High_spent_Medium_value_payments,373.66875,Standard,0,0
2186,42,Doctor,47370.64,3676.55,5,6,14.0,1,Not Specified,16,20,5.19,0,Standard,1397.52,31.37625,31 Years and 5 Months,No,21.72,253.725,High_spent_Medium_value_payments,376.255,Standard,0,0
2187,37,Teacher,20789.08,1807.42,5,4,1.0,3,"Student Loan, Not Specified,  Personal Loan",12,1,12.48,1,Good,544.01,34.4475,32 Years and 5 Months,No,48.09,93.65375,Low_spent_Medium_value_payments,301.40125,Good,0,0
2188,40,Writer,18762.55,1710.55,8,6,24.0,6,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Payday Loan,  Auto Loan",35,23,22.385,11,Bad,3916.73,29.11125,1 Years and 8 Months,Yes,54.06,112.8625,Low_spent_Small_value_payments,278.44,Poor,1,2
2189,41,Lawyer,17122.37,1183.86,7,5,12.0,2,"Mortgage Loan,  Home Equity Loan",14,16,8.27,8,Standard,1663.18,33.61625,11 Years and 2 Months,Yes,21.15,62.18875,Low_spent_Small_value_payments,311.3925,Standard,0,0
2190,38,Doctor,28279.12,2300.59,4,7,13.0,0,No Loan,22,12,16.49,7,Standard,329.28,30.8975,18 Years and 5 Months,Yes,0.0,116.50625,High_spent_Small_value_payments,377.30375,Standard,0,0
2191,24,Journalist,46586.8,4026.23,6,7,20.0,0,No Loan,22,11,15.105,8,Standard,852.2,32.28375,8 Years and 8 Months,Yes,0.0,124.6525,Low_spent_Small_value_payments,518.1,Good,0,0
2192,30,Writer,16381.95,957.735,7,6,14.0,0,No Loan,17,19,16.68,7,Standard,1493.68,31.77625,16 Years and 9 Months,Yes,0.0,75.08500000000001,Low_spent_Large_value_payments,311.24875,Good,0,0
2193,36,Journalist,34425.62,2750.8,7,6,18.0,3,"Personal Loan, Student Loan,  Payday Loan",21,17,11.865,1,Standard,29.9,32.26375,20 Years and 10 Months,No,56.79,94.485,Low_spent_Small_value_payments,354.3475,Standard,0,0
2194,55,Engineer,11249.15,984.43,3,3,12.0,1,Payday Loan,15,10,10.77,4,Good,612.08,32.48125,25 Years and 8 Months,No,8.09,46.20625,Low_spent_Small_value_payments,318.1,Good,0,0
2195,22,Engineer,16852.63,1651.2425,4,6,9.0,0,No Loan,27,13,19.305,7,Standard,775.22,30.16625,29 Years and 0 Months,Yes,0.0,85.95,Low_spent_Large_value_payments,354.43875,Standard,0,0
2196,43,Journalist,10460.25,995.69,8,5,25.0,6,"Credit-Builder Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Personal Loan,  Debt Consolidation Loan",7,9,16.715,8,Standard,2625.88,30.7325,16 Years and 5 Months,Yes,38.28,62.5075,Low_spent_Medium_value_payments,278.785,Standard,0,1
2197,23,Manager,37679.19,3348.93,1,2,12.0,1,Not Specified,5,9,4.135,1,Good,771.0,34.24625,21 Years and 8 Months,No,18.55,126.2475,High_spent_Medium_value_payments,450.09375,Good,0,0
2198,35,Engineer,34204.39,2792.37,8,4,19.0,4,"Debt Consolidation Loan, Payday Loan, Personal Loan,  Not Specified",22,13,16.81,0,Standard,1131.43,29.3175,25 Years and 11 Months,Yes,108.58,132.88,High_spent_Medium_value_payments,305.275,Standard,0,1
2199,45,Teacher,56200.53,4544.38,10,8,31.0,7,"Auto Loan, Debt Consolidation Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Not Specified,  Student Loan",40,22,18.22,7,Bad,4968.17,29.98625,1 Years and 1 Months,Yes,257.11,179.895,Low_spent_Small_value_payments,289.485,Poor,1,1
2200,45,Manager,16718.08,1617.17,8,10,25.0,5,"Mortgage Loan, Student Loan, Payday Loan, Student Loan,  Debt Consolidation Loan",61,19,27.155,6,Bad,2931.99,34.485,8 Years and 3 Months,Yes,41.41,89.635,Low_spent_Large_value_payments,313.1725,Poor,0,1
2201,37,Accountant,79524.64,6463.66,5,5,15.0,4,"Auto Loan, Debt Consolidation Loan, Home Equity Loan,  Payday Loan",26,9,10.88,5,Standard,402.54,32.38625,15 Years and 10 Months,Yes,329.88,369.1325,Low_spent_Large_value_payments,390.98625,Good,1,1
2202,51,Developer,21960.1,1732.01,4,2,7.0,1,Mortgage Loan,5,3,9.455,4,Good,1246.99,31.3425,29 Years and 0 Months,No,17.78,103.3725,Low_spent_Small_value_payments,322.04375,Good,0,0
2203,50,Lawyer,115735.76,9468.65,5,7,13.0,0,No Loan,20,11,5.41,1,Standard,1282.88,33.7825,15 Years and 11 Months,No,0.0,311.9225,Low_spent_Large_value_payments,879.44625,Standard,0,0
2204,42,Doctor,178088.4,14839.7,5,4,11.0,3,"Debt Consolidation Loan, Auto Loan,  Payday Loan",22,9,10.07,0,Good,676.1,33.3325,18 Years and 4 Months,No,341.73,471.455,High_spent_Large_value_payments,1083.89125,Standard,1,1
2205,30,Journalist,18873.52,1625.79,8,5,16.0,2,"Payday Loan,  Mortgage Loan",30,24,4.01,6,Bad,2662.69,33.385,5 Years and 9 Months,Yes,23.84,94.145,Low_spent_Medium_value_payments,323.34625,Poor,0,0
2206,46,Entrepreneur,32959.87,2957.66,2,5,12.0,4,"Debt Consolidation Loan, Home Equity Loan, Home Equity Loan,  Payday Loan",4,11,0.69,0,Good,1030.14,30.45,17 Years and 4 Months,No,60.94,200.76625,Low_spent_Small_value_payments,306.5575,Poor,0,1
2207,39,Teacher,31846.76,2703.9,2,4,7.0,2,"Student Loan,  Credit-Builder Loan",3,8,12.7,4,Good,881.26,33.12875,15 Years and 6 Months,No,27.41,204.5475,High_spent_Small_value_payments,318.31625,Good,0,0
2208,30,Accountant,62050.89,5386.91,8,7,22.0,7,"Personal Loan, Credit-Builder Loan, Student Loan, Student Loan, Credit-Builder Loan, Student Loan,  Home Equity Loan",18,22,10.7,12,Bad,4293.32,31.025,5 Years and 5 Months,Yes,286.96,239.92625,Low_spent_Small_value_payments,270.55375,Poor,0,0
2209,38,Journalist,58267.23,4943.6,8,6,17.0,4,"Student Loan, Student Loan, Not Specified,  Payday Loan",21,9,18.105,7,Standard,1896.36,32.54625,14 Years and 9 Months,Yes,109.72,217.84875,High_spent_Medium_value_payments,420.23125,Poor,0,0
2210,29,Manager,86992.68,7215.39,6,6,15.0,3,"Student Loan, Payday Loan,  Mortgage Loan",12,19,16.205,4,Standard,982.81,34.13625,24 Years and 5 Months,Yes,143.67,360.0125,High_spent_Large_value_payments,531.6850000000001,Standard,0,0
2211,35,Manager,20107.21,1631.6,6,6,32.0,2,"Credit-Builder Loan,  Home Equity Loan",13,12,10.525,11,Standard,2544.6,30.53625,19 Years and 2 Months,Yes,27.11,95.945,Low_spent_Small_value_payments,315.1125,Poor,0,0
2212,41,Teacher,14619.58,1005.3,7,7,19.0,1,Personal Loan,20,15,8.195,5,Standard,125.33,30.5675,17 Years and 11 Months,Yes,11.62,66.05125,Low_spent_Small_value_payments,301.6075,Standard,0,0
2213,54,Entrepreneur,82969.92,6694.16,4,5,20.0,1,Debt Consolidation Loan,8,15,7.81,2,Standard,822.11,34.3975,15 Years and 3 Months,No,42.33,202.37125,High_spent_Small_value_payments,677.2175,Standard,0,1
2214,44,Teacher,31172.1,2600.68,6,10,16.0,5,"Not Specified, Not Specified, Student Loan, Auto Loan,  Student Loan",53,23,26.555,6,Bad,3912.19,31.28875,9 Years and 9 Months,Yes,106.05,121.34875,Low_spent_Small_value_payments,297.67375,Standard,1,0
2215,47,Musician,84378.96,7142.58,5,3,8.0,2,"Not Specified,  Debt Consolidation Loan",3,5,10.45,1,Good,37.11,30.60375,23 Years and 9 Months,No,122.68,297.46625,High_spent_Large_value_payments,560.36125,Poor,0,1
2216,31,Entrepreneur,146866.76,12108.9,4,6,14.0,3,"Student Loan, Not Specified,  Student Loan",21,17,2.53,2,Standard,247.08,36.19,21 Years and 10 Months,No,218.48,378.6625,High_spent_Large_value_payments,741.77625,Standard,0,0
2217,35,Developer,59125.84,4933.15,0,6,2.0,1,Mortgage Loan,4,10,1.18,4,Good,53.9,33.17875,27 Years and 11 Months,No,33.33,215.7375,Low_spent_Large_value_payments,512.72,Good,0,0
2218,55,Mechanic,70737.78,5880.115,8,7,8.0,4,"Student Loan, Payday Loan, Home Equity Loan,  Not Specified",13,18,9.155,4,Standard,751.82,31.615,24 Years and 3 Months,No,379.06,329.24625000000003,Low_spent_Medium_value_payments,323.97375,Good,0,0
2219,41,Media_Manager,48297.48,3743.79,8,3,10.0,0,No Loan,16,15,11.895,1,Standard,1323.54,34.63375,32 Years and 7 Months,No,0.0,149.29999999999998,Low_spent_Medium_value_payments,483.39875,Standard,0,0
2220,38,Writer,69209.85,6047.49,6,3,9.0,2,"Credit-Builder Loan,  Auto Loan",29,11,6.9,2,Standard,225.58,33.945,32 Years and 4 Months,No,86.38,245.325,High_spent_Large_value_payments,539.29625,Standard,1,0
2221,52,Doctor,55877.54,4477.46,4,5,11.0,1,Personal Loan,22,12,9.63,4,Standard,592.24,35.55625,22 Years and 1 Months,Yes,46.35,240.1125,High_spent_Medium_value_payments,428.78125,Standard,0,0
2222,41,Entrepreneur,43892.31,3798.69,6,9,28.0,4,"Auto Loan, Mortgage Loan, Student Loan,  Credit-Builder Loan",45,22,5.41,12,Bad,2001.71,33.57,10 Years and 2 Months,Yes,80.11,210.445,High_spent_Medium_value_payments,361.61,Poor,1,0
2223,16,Journalist,61277.55,4876.46,5,6,14.0,2,"Student Loan,  Credit-Builder Loan",8,15,15.54,6,Standard,1380.47,33.58875,7 Years and 8 Months,Yes,88.57,265.515,High_spent_Small_value_payments,399.815,Standard,0,0
2224,37,Scientist,34773.31,2878.78,1,5,6.0,2,"Not Specified,  Payday Loan",0,0,5.92,4,Good,82.07,29.93125,22 Years and 11 Months,No,52.23,150.545,Low_spent_Large_value_payments,352.6025,Good,0,0
